title;artist;top genre;year;bpm;energy;danceability ;dB;liveness;valence;duration;acousticness;speechiness ;popularity
One Step At a Time;Jordin Sparks;dance pop;2007;102;69;77;-5;4;69;205;8;3;64
One Wish;Ray J;pop rap;2005;127;65;53;-7;34;59;338;28;28;64
Outta Control - Remix;50 Cent;east coast hip hop;2005;92;60;77;-6;8;56;248;3;25;64
Overprotected - Radio Edit;Britney Spears;dance pop;2001;96;89;68;-2;42;85;199;4;7;64
Pocketful of Sunshine;Natasha Bedingfield;dance pop;2008;110;88;73;-4;11;68;203;20;4;64
Promise;Ciara;dance pop;2006;123;63;70;-6;8;44;267;41;4;64
Pure Shores;All Saints;dance pop;2000;101;66;63;-9;7;41;269;5;2;64
Rack City;Tyga;hip hop;2012;99;34;93;-11;19;27;203;4;37;64
Rocketeer;Far East Movement;asian american hip hop;2010;96;85;66;-6;27;36;211;18;5;64
Roll Up;Wiz Khalifa;hip hop;2011;125;81;52;-5;9;60;228;5;19;64
Salt Shaker;Ying Yang Twins;atl hip hop;2003;102;70;88;-6;9;32;252;5;13;64
Save Room;John Legend;neo soul;2006;112;57;69;-6;10;38;236;5;3;64
Shawty (feat. T Pain);Plies;dirty south rap;2007;105;71;44;-6;8;26;255;4;13;64
Sorry;Madonna;dance pop;2005;133;88;59;-6;17;44;282;0;5;64
Take My Breath - Single Version;The Weeknd;canadian contemporary r&b;2021;121;74;75;-6;10;52;220;1;5;64
That Don't Impress Me Much - International Mix;Shania Twain;canadian country;1997;125;85;73;-6;12;96;239;13;5;64
U and Dat (feat. T. Pain & Kandi Girl);E-40;cali rap;2006;100;48;86;-7;12;33;203;2;28;64
Video Games;Lana Del Rey;art pop;2012;122;26;39;-10;9;18;282;81;3;64
Wanna Get To Know You;G-Unit;gangster rap;2003;77;83;51;-4;7;89;265;11;13;64
Wasted;Tiësto;big room;2014;112;82;64;-6;20;39;190;0;3;64
All I Have (feat. LL Cool J);Jennifer Lopez;dance pop;2002;83;67;70;-5;16;45;254;27;11;63
All In My Head (Flex) (feat. Fetty Wap);Fifth Harmony;girl group;2016;95;79;69;-5;5;76;211;2;5;63
Born to Make You Happy;Britney Spears;dance pop;1999;84;92;63;-5;7;69;244;12;5;63
Bump Bump Bump (feat. P. Diddy);B2K;boy band;2003;96;68;84;-6;5;89;283;10;21;63
Bust It Baby Pt. 2 (feat. Ne-Yo);Plies;dirty south rap;2008;79;80;65;-7;34;81;241;15;17;63
Can't Hold Us Down (feat. Lil' Kim);Christina Aguilera;dance pop;2002;99;66;86;-4;7;54;255;3;19;63
Climax;Usher;atl hip hop;2012;136;48;65;-9;16;33;233;55;8;63
Come With Me - Radio Edit;Special D.;eurodance;2004;140;100;74;-5;28;50;185;13;8;63
Cross Me (feat. Chance the Rapper & PnB Rock);Ed Sheeran;pop;2019;95;79;75;-6;7;61;206;21;12;63
Don't Leave;Snakehips;electropop;2017;122;70;66;-3;26;34;215;22;8;63
Don't Stop Movin';S Club 7;dance pop;2001;117;67;82;-6;21;91;234;3;3;63
Drinking from the Bottle (feat. Tinie Tempah);Calvin Harris;dance pop;2012;128;89;67;-4;5;53;240;5;5;63
Evacuate The Dancefloor;Cascada;eurodance;2009;127;70;76;-6;31;90;207;2;4;63
F**kin' Perfect;P!nk;dance pop;2010;92;67;56;-5;36;45;213;4;4;63
Fill Me In;Craig David;british soul;2000;132;74;68;-7;6;83;257;38;4;63
Fine China;Chris Brown;r&b;2014;104;73;65;-5;12;59;213;4;6;63
Gangsta Lovin';Eve;contemporary r&b;2002;94;84;72;-4;9;83;239;6;6;63
Gimme the Light;Sean Paul;dance pop;2022;107;76;78;-6;4;92;228;14;5;63
Hands on the Wheel (feat. Asap Rocky);ScHoolboy Q;gangster rap;2012;128;78;65;-7;7;18;197;2;11;63
Heart Skips a Beat (feat. Rizzle Kicks);Olly Murs;dance pop;2011;111;88;84;-4;8;88;202;14;6;63
Hemorrhage (In My Hands);Fuel;alternative metal;2000;152;82;30;-4;8;37;237;0;4;63
Higher;Taio Cruz;dance pop;2010;128;91;67;-5;16;75;188;0;7;63
Hurtin' Me;Stefflon Don;dancehall;2017;204;79;54;-5;14;80;213;10;16;63
I Don't Feel Like Dancin';Scissor Sisters;dance pop;2006;108;92;71;-3;34;85;288;2;3;63
I Just Wanna Love U (Give It 2 Me);JAY-Z;east coast hip hop;2000;99;92;80;-5;4;80;228;30;24;63
I'm Not Alone - Radio Edit;Calvin Harris;dance pop;2009;131;68;60;-7;32;44;211;0;3;63
Just a Friend 2002 - Radio Edit;Mario;dance pop;2002;132;68;54;-6;24;91;214;1;19;63
Just Fine;Mary J. Blige;dance pop;2007;123;80;92;-4;10;59;242;4;12;63
Just Hold On;Steve Aoki;edm;2016;115;93;65;-4;6;37;199;0;8;63
Last Night;Keyshia Cole;hip pop;2007;121;86;92;-5;9;97;256;17;6;63
Leavin';Jesse McCartney;dance pop;2008;79;71;69;-6;7;89;217;3;5;63
Man's Not Hot;Big Shaq;london rap;2017;135;88;91;-4;11;59;186;11;24;63
More Than A Woman;Aaliyah;contemporary r&b;2001;87;65;66;-6;12;76;230;8;9;63
Ms. New Booty;Bubba Sparxxx;atl hip hop;2005;129;62;64;-6;8;61;253;2;42;63
My Neck My Back (Lick It);Khia;hip pop;2015;102;63;86;-4;5;71;223;3;13;63
Not Nice;PARTYNEXTDOOR;r&b;2016;97;50;55;-9;12;72;203;3;9;63
Of The Night;Bastille;metropopolis;2013;125;83;67;-7;9;35;214;2;4;63
Oh Boy;Cam’ron;battle rap;2002;83;77;76;-6;14;82;205;2;17;63
One Call Away;Chingy;crunk;2003;163;82;77;-6;22;96;277;9;18;63
One Day Like This;Elbow;britpop;2008;159;65;43;-6;14;37;394;11;3;63
One Love;Blue;boy band;2002;95;72;68;-4;35;85;207;2;4;63
Over And Over;Nelly;dance pop;2004;170;52;64;-10;16;46;254;1;8;63
Party Like A Rock Star;Shop Boyz;atl hip hop;2007;145;71;62;-5;51;68;253;1;4;63
Pullin' Me Back;Chingy;crunk;2006;80;51;79;-7;12;59;234;8;29;63
Putus Atau Terus;Judika;indonesian pop;2020;136;19;69;-7;11;39;249;83;4;63
Rollout (My Business);Ludacris;atl hip hop;2001;131;67;92;-9;59;89;297;9;24;63
Scars;Papa Roach;alternative metal;2004;90;93;46;-3;23;48;208;9;5;63
Shortie Like Mine (feat. Chris Brown & Johntá Austin);Bow Wow;dance pop;2006;142;64;76;-8;19;70;268;7;22;63
Soldier (feat. T.I. & Lil' Wayne);Destiny's Child;dance pop;2004;77;42;88;-7;8;90;326;4;36;63
Sorry;Joel Corry;dance pop;2019;125;79;74;-5;32;85;189;5;6;63
Southside;Lloyd;r&b;2004;75;40;69;-9;8;45;278;38;8;63
Starlight - Radio Edit;The Supermen Lovers;filter house;2001;127;68;74;-5;39;79;234;0;4;63
Summer Paradise (feat. Sean Paul) - Single Version;Simple Plan;canadian pop punk;2012;172;82;42;-4;9;75;235;1;5;63
Supalonely (feat. Gus Dapperton);BENEE;alt z;2020;129;63;86;-5;12;84;223;29;5;63
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit;LMC;bouncy house;2004;129;91;67;-5;14;67;172;0;4;63
THE FORMULA;will.i.am;dance pop;2023;78;89;74;-5;13;43;228;31;27;63
The Great Escape;BOYS LIKE GIRLS;neon pop punk;2007;150;94;42;-4;18;51;207;0;6;63
Used To Love (with Dean Lewis);Martin Garrix;dutch edm;2019;119;69;65;-5;34;39;237;46;4;63
Vossi Bop;Stormzy;grime;2019;188;65;68;-6;13;43;196;13;34;63
Wait;Maroon 5;pop;2018;126;60;66;-5;11;45;191;10;6;63
What You Waiting For?;Gwen Stefani;dance pop;2004;136;95;68;-3;38;73;221;5;6;63
X (with KAROL G);Jonas Brothers;boy band;2020;118;83;72;-5;32;75;185;5;6;63
Year 3000;Busted;boy band;2002;107;84;59;-7;9;90;196;0;4;63
A New Day Has Come - Radio Remix;Céline Dion;canadian pop;2002;92;69;57;-5;15;20;260;8;4;62
Addictive;Truth Hurts;hip pop;2002;99;68;70;-7;19;37;226;7;15;62
Blind Faith;Chase & Status;dancefloor dnb;2011;140;85;45;-5;23;40;234;1;5;62
Cater 2 U;Destiny's Child;dance pop;2004;126;58;61;-7;24;46;245;29;20;62
CoCo;O.T. Genasis;southern hip hop;2014;120;63;89;-6;31;18;240;0;13;62
Earthquake (feat. Tinie Tempah);Labrinth;indie poptimism;2012;153;86;54;-4;28;26;275;11;10;62
Faded;ZHU;edm;2014;125;48;86;-7;12;60;223;1;5;62
Feel the Love (feat. John Newman);Rudimental;pop dance;2013;180;71;39;-7;69;24;245;0;6;62
Feels (feat. Pharrell Williams & Katy Perry & Big Sean);Calvin Harris;dance pop;2017;101;75;89;-3;9;87;223;6;6;62
Freek-A-Leek;Petey Pablo;crunk;2003;105;70;74;-4;36;66;235;8;25;62
Fun (feat. Chris Brown);Pitbull;dance pop;2014;114;77;79;-4;19;55;202;16;5;62
Get Back;Ludacris;atl hip hop;2004;172;64;56;-5;12;18;271;6;26;62
Halfcrazy;Musiq Soulchild;contemporary r&b;2002;102;77;41;-6;5;42;254;46;18;62
Heartbroken - Edit;T2;bass house;2017;140;76;72;-5;16;88;179;3;3;62
How To Love;Lil Wayne;hip hop;2011;154;66;64;-6;11;27;240;0;4;62
I Can;Nas;conscious hip hop;2002;95;89;84;-4;7;69;254;10;18;62
I Know You Want Me (Calle Ocho);Pitbull;dance pop;2009;127;74;83;-6;24;80;237;1;15;62
I Tried;Bone Thugs-N-Harmony;gangster rap;2007;82;71;73;-6;11;38;287;1;7;62
I'm a Thug;Trick Daddy;crunk;2001;140;56;93;-6;10;59;254;3;12;62
Imma Be;Black Eyed Peas;dance pop;2009;92;52;60;-7;31;41;258;18;37;62
Jumanji;B Young;afroswing;2018;96;47;79;-10;10;60;173;28;25;62
Know Me Too Well (with Danna Paola);New Hope Club;boy band;2020;123;71;76;-4;6;80;201;43;4;62
Lean Wit It, Rock Wit It;Dem Franchize Boyz;atl hip hop;2006;76;62;89;-6;10;60;230;8;31;62
Let Me Hold You (Turn Me On);Cheat Codes;edm;2016;103;77;68;-3;35;27;162;10;8;62
Make It Rain;Fat Joe;bronx hip hop;2006;149;70;74;-5;8;77;247;1;20;62
Make Me Better;Fabolous;gangster rap;2007;86;60;61;-7;20;56;254;33;10;62
Money Maker;Ludacris;atl hip hop;2006;79;60;55;-7;30;61;231;15;27;62
Move Along;The All-American Rejects;alternative metal;2005;110;92;53;-4;37;62;239;0;5;62
Murder On The Dancefloor;Sophie Ellis-Bextor;dance pop;2002;117;85;73;-5;31;86;230;0;3;62
Next To Me;Emeli Sandé;r&b;2012;95;80;66;-5;11;35;197;9;4;62
Nobody To Love - Radio Edit;Sigma;dancefloor dnb;2014;175;92;44;-3;18;18;190;0;4;62
Omen;The Prodigy;big beat;2009;140;95;55;-5;28;56;216;0;4;62
Oops (Oh My) [feat. Missy Elliott];Tweet;contemporary r&b;2002;160;54;66;-9;11;78;238;23;29;62
Over;Drake;canadian hip hop;2010;100;85;33;-6;12;43;234;1;28;62
PILLOWTALK;ZAYN;pop;2016;125;70;59;-4;9;43;204;10;5;62
Pretty Green Eyes - Radio Edit;Ultrabeat;bouncy house;2003;140;78;55;-10;7;51;202;21;4;62
Pretty Wings - uncut;Maxwell;neo soul;2009;116;40;56;-10;9;20;311;25;7;62
Ready For Your Love;Gorgon City;future garage;2014;122;75;68;-7;33;47;199;5;15;62
Rise & Fall (feat. Sting);Craig David;british soul;2002;83;59;41;-8;66;81;287;25;6;62
Shalala Lala;Vengaboys;bubblegum dance;2000;124;90;75;-6;4;97;215;5;3;62
She Said;Plan B;alternative;2010;147;54;72;-6;14;82;209;30;14;62
Starships;Nicki Minaj;hip pop;2012;125;72;75;-2;25;75;211;14;8;62
Tattoo;Jordin Sparks;dance pop;2007;168;77;57;-5;10;55;233;43;4;62
The Heart Wants What It Wants;Selena Gomez;pop;2014;83;79;62;-5;14;62;227;5;4;62
The Logical Song;Scooter;eurodance;2002;144;89;52;-9;46;53;235;0;4;62
This Is Love;will.i.am;dance pop;2013;129;80;54;-3;14;28;279;0;4;62
Truth Hurts;Lizzo;escape room;2019;158;62;72;-3;12;41;173;11;11;62
Try Sleeping with a Broken Heart;Alicia Keys;neo soul;2009;111;82;50;-5;13;55;249;16;11;62
Turn My Swag On;Soulja Boy;atl hip hop;2008;150;71;55;-3;41;49;206;0;3;62
Waiting All Night (feat. Ella Eyre);Rudimental;pop dance;2013;175;73;54;-5;43;28;293;0;5;62
Wanksta;50 Cent;east coast hip hop;2003;81;86;80;-4;14;87;219;2;20;62
Wavin' Flag;K'NAAN;reggae fusion;2009;76;70;63;-6;24;72;221;13;7;62
Wish You Well;Sigala;dance pop;2019;125;90;67;-4;30;58;206;13;6;62
Work Hard Play Hard;Wiz Khalifa;hip hop;2012;140;67;79;-4;30;49;219;4;5;62
You & Me;Marc E. Bassy;indie pop rap;2017;84;64;45;-8;19;61;218;4;28;62
You Belong With Me;Taylor Swift;pop;2008;130;77;69;-4;11;45;231;16;4;62
Alarm;Anne-Marie;hel;2016;147;59;76;-5;18;81;206;8;23;61
Born To Die;Lana Del Rey;art pop;2012;75;64;18;-7;22;39;286;21;4;61
Cool;Gwen Stefani;dance pop;2004;112;72;71;-4;36;80;189;3;3;61
Cruise;Florida Georgia Line;contemporary country;2012;148;95;46;-3;5;88;209;2;4;61
Diamonds From Sierra Leone - Remix;Kanye West;chicago rap;2005;97;81;67;-4;16;38;233;26;27;61
Diary (feat. Tony! Toni! Tone! & Jermaine Paul);Alicia Keys;neo soul;2003;128;47;66;-10;13;28;284;56;3;61
Everyday I Love You Less And Less;Kaiser Chiefs;modern rock;2005;160;96;49;-5;24;58;218;0;4;61
Fit but You Know It;The Streets;birmingham hip hop;2004;172;84;68;-2;3;90;254;23;30;61
Floating Through Space;Sia;australian dance;2021;105;84;57;-5;11;28;178;0;7;61
Get It On Tonite;Montell Jordan;contemporary r&b;1999;99;49;81;-10;8;87;276;24;8;61
Get Up (feat. Chamillionaire);Ciara;dance pop;2006;129;60;96;-7;4;63;262;2;11;61
Gettin' Over You (feat. Fergie & LMFAO);David Guetta;big room;2010;130;91;62;-5;8;45;188;18;8;61
Handbags And Gladrags;Stereophonics;britpop;2001;135;73;33;-4;17;21;277;3;3;61
Heard It All Before;Sunshine Anderson;contemporary r&b;2001;97;93;70;-4;10;68;296;6;22;61
Holiday;Dizzee Rascal;grime;2011;118;92;55;-2;4;86;221;6;4;61
I Like That;Houston;crunk;2004;107;50;80;-4;10;39;237;2;10;61
I Love College;Asher Roth;indie pop rap;2009;86;83;71;-4;42;66;242;9;24;61
Ice Box;Omarion;dance pop;2006;131;73;78;-5;13;82;256;19;13;61
Idioteque;Radiohead;alternative rock;2000;138;93;62;-8;9;53;309;4;27;61
If Tomorrow Never Comes;Ronan Keating;europop;2002;79;50;56;-6;10;27;214;33;3;61
In Those Jeans;Ginuwine;contemporary r&b;2003;128;54;69;-6;8;32;243;51;8;61
Let It Go;Keyshia Cole;hip pop;2007;95;72;81;-5;21;77;238;20;21;61
Life Is A Rollercoaster;Ronan Keating;europop;2000;119;79;66;-9;33;86;235;10;3;61
London Bridge;Fergie;dance pop;2006;91;61;77;-6;17;63;241;22;36;61
Make Luv;Room 5;disco house;2003;125;89;88;-5;4;65;212;1;12;61
Mesmerize;Ja Rule;dance pop;2002;90;65;77;-7;43;39;279;6;19;61
Miss You;Aaliyah;contemporary r&b;2002;110;34;68;-10;22;50;245;66;3;61
Music;Madonna;dance pop;2000;120;80;74;-9;14;87;226;0;7;61
Need U (100%) (feat. A*M*E) - Radio Edit;Duke Dumont;edm;2013;124;85;67;-5;39;46;174;0;5;61
Nine Million Bicycles;Katie Melua;uk pop;2005;82;25;53;-16;12;34;197;52;3;61
On Fire;Lloyd Banks;gangster rap;2004;95;83;76;-4;24;43;187;9;22;61
Ruby;Kaiser Chiefs;modern rock;2007;93;94;45;-3;8;45;204;1;5;61
Say Yes;Floetry;british soul;2002;118;40;75;-13;11;43;268;21;7;61
Scandalous - U.S. Radio Edit;Mis-Teeq;girl group;2004;100;67;73;-4;9;65;239;5;3;61
Selfish Love (with Selena Gomez);DJ Snake;edm;2021;111;65;72;-8;10;44;169;2;10;61
Sex;Cheat Codes;edm;2016;105;69;60;-6;13;19;228;0;16;61
Somebody That I Used To Know;Gotye;australian pop;2011;129;53;86;-7;11;67;245;61;4;61
Sorry Seems To Be The Hardest Word;Blue;boy band;2004;79;60;56;-7;38;44;210;18;3;61
Spotlight;Jennifer Hudson;dance pop;2008;109;72;71;-4;7;66;250;4;5;61
Stand Up;Ludacris;atl hip hop;2003;99;84;75;-5;9;80;214;37;35;61
Stay (feat. Maty Noyes);Kygo;edm;2015;103;74;65;-8;17;38;239;4;4;61
Thank God I Found You (feat. Joe & 98°);Mariah Carey;dance pop;1999;129;53;35;-6;11;15;257;59;3;61
The Man;Aloe Blacc;pop soul;2013;86;76;53;-7;23;47;256;3;4;61
Too Close;Alex Clare;modern alternative rock;2011;126;69;59;-4;11;27;257;1;4;61
Turn Off The Light;Nelly Furtado;canadian latin;2000;180;69;59;-6;42;65;276;8;10;61
Untouched;The Veronicas;australian pop;2005;177;78;56;-5;15;44;255;2;23;61
What You Got;Colby O'Donis;dance pop;2008;120;64;78;-7;18;31;243;3;4;61
White Noise;Disclosure;edm;2013;120;84;67;-6;31;90;278;1;5;61
Your Body;Pretty Ricky;dirty south rap;2005;90;59;84;-6;9;51;240;18;11;61
5 Years Time;Noah And The Whale;stomp and holler;2008;122;55;80;-7;10;75;215;40;11;60
A Little Less Conversation - JXL Radio Edit Remix;Elvis Presley;rock-and-roll;2002;115;97;60;-6;13;72;212;0;5;60
Ai Se Eu Te Pego - Ao Vivo;Michel Teló;sertanejo;2011;96;85;65;-5;16;83;166;3;7;60
All About You;McFly;boy band;2005;130;56;54;-5;10;30;187;20;3;60
All Day And Night;Jax Jones;dance pop;2019;122;78;59;-4;16;52;169;27;9;60
Always On Time;Ja Rule;dance pop;2001;97;71;84;-6;34;84;245;20;29;60
Baby;Ashanti;dance pop;2002;158;58;57;-6;3;46;266;1;22;60
Be With You;Enrique Iglesias;dance pop;1999;122;87;68;-5;5;54;219;4;3;60
Breathe;Jax Jones;dance pop;2017;126;74;72;-6;14;69;208;2;4;60
BUTTERFLY EFFECT;Travis Scott;hip hop;2018;141;63;76;-6;11;20;191;5;5;60
Case Of The Ex (Whatcha Gonna Do);Mýa;contemporary r&b;2000;98;69;77;-5;7;35;237;5;4;60
Classic Man (feat. Roman GianArthur);Jidenna;ghanaian hip hop;2015;94;59;79;-6;29;59;226;19;3;60
Don't Forget About Us - Radio Edit;Mariah Carey;dance pop;2005;144;54;70;-7;10;43;234;5;4;60
Down With The Trumpets;Rizzle Kicks;uk hip hop;2011;115;88;75;-5;24;79;187;9;8;60
Escape;Enrique Iglesias;dance pop;2001;126;84;78;-5;14;87;209;3;3;60
Forget You;CeeLo Green;atl hip hop;2010;127;88;70;-4;16;77;223;13;6;60
Foundations;Kate Nash;anti-folk;2007;84;90;50;-4;8;87;245;9;8;60
From Paris to Berlin;Infernal;eurodance;2004;126;87;74;-7;4;84;210;10;8;60
Good For You;Selena Gomez;pop;2015;89;68;61;-6;9;21;222;18;5;60
Gossip Folks (feat. Ludacris);Missy Elliott;dance pop;2002;122;54;71;-5;32;44;235;36;51;60
Got Money;Lil Wayne;hip hop;2008;82;66;69;-5;68;70;245;0;12;60
Headsprung;LL COOL J;east coast hip hop;2004;100;79;72;-6;7;47;267;1;3;60
Hey Baby;No Doubt;dance pop;2001;94;87;71;-4;23;75;207;6;13;60
Hey Baby (Radio Mix);DJ Ötzi;classic schlager;2010;135;97;67;-3;35;83;219;12;5;60
Holidae In;Chingy;crunk;2003;153;79;81;-6;8;95;314;9;18;60
How Come;D12;detroit hip hop;2004;90;86;75;-2;19;55;250;28;24;60
If You Come Back;Blue;boy band;2001;78;71;58;-4;5;70;208;8;3;60
In For The Kill;La Roux;alternative dance;2009;150;97;63;0;12;91;249;0;5;60
In The Morning;Razorlight;britpop;2006;124;86;62;-3;32;69;222;0;4;60
It's Like That;Mariah Carey;dance pop;2005;96;63;80;-5;4;86;203;6;6;60
La La La;Naughty Boy;uk contemporary r&b;2013;125;68;75;-4;11;25;221;11;3;60
Love Sex Magic (feat. Justin Timberlake);Ciara;dance pop;2009;107;67;89;-5;34;87;220;2;14;60
Mad;Ne-Yo;dance pop;2008;130;64;73;-5;11;69;255;67;3;60
Met Him Last Night (feat. Ariana Grande);Demi Lovato;pop;2021;145;51;54;-5;10;12;205;22;3;60
Millionaire;Kelis;dance pop;2003;176;85;68;-7;4;75;225;2;11;60
Missing You;Case;contemporary r&b;2001;86;58;61;-6;6;72;285;28;6;60
Music (feat. Marvin Gaye);Erick Sermon;hardcore hip hop;2001;100;47;90;-9;8;88;223;19;20;60
My Life;The Game;gangster rap;2008;148;77;67;-5;6;38;321;7;35;60
My Place;Nelly;dance pop;2004;163;64;60;-4;10;64;337;5;4;60
Nessaja;Scooter;eurodance;2002;143;84;51;-10;18;13;210;0;4;60
Never Be The Same Again;Melanie C;dance pop;1999;160;69;69;-5;12;40;294;9;5;60
No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;atl hip hop;2010;131;60;76;-6;24;36;264;1;4;60
Not Fair;Lily Allen;dance pop;2009;121;86;72;-7;22;95;201;4;4;60
On the Hotline - Amended Version;Pretty Ricky;dirty south rap;2007;93;85;70;-5;15;69;243;2;18;60
Promise;Jagged Edge;atl hip hop;2000;128;57;75;-5;3;65;247;14;9;60
Rise;GABRIELLE;british soul;2001;145;48;56;-9;9;63;219;32;3;60
Round Round;Sugababes;dance pop;2002;127;85;74;-4;12;75;236;0;3;60
Sensual Seduction;Snoop Dogg;g funk;2007;120;83;76;-4;6;50;246;0;7;60
Summer On You (feat. Wulf);Sam Feldt;edm;2016;121;73;73;-6;17;60;160;3;4;60
Sunrise;Simply Red;british soul;2004;106;73;79;-5;10;94;200;0;3;60
Sweet About Me;Gabriella Cilmi;australian pop;2008;132;70;67;-5;16;59;202;6;3;60
There You Go;P!nk;dance pop;2000;108;85;82;-7;5;67;203;9;9;60
This Ain't a Love Song;Scouting For Girls;talent show;2010;177;92;46;-4;42;53;211;0;5;60
1955;Hilltop Hoods;australian hip hop;2016;84;50;77;-8;30;71;239;72;7;65
This I Promise You;*NSYNC;boy band;2000;166;58;55;-6;12;48;284;37;3;60
This Is Why I'm Hot;MiMS;pop rap;2007;80;60;62;-6;50;49;254;28;58;60
This Town;Niall Horan;pop;2016;112;41;68;-8;12;20;233;70;3;60
Tripping;Robbie Williams;dance rock;2005;118;92;67;-4;6;83;277;4;4;60
Wait for You;Elliott Yamin;idol;2007;116;49;76;-7;18;35;261;25;3;60
Whataya Want from Me;Adam Lambert;dance pop;2009;186;67;44;-5;6;46;227;1;4;60
Written in the Stars (feat. Eric Turner);Tinie Tempah;dance pop;2010;92;93;66;-4;22;53;208;6;10;60
Acceptable in the 80's;Calvin Harris;dance pop;2007;128;81;79;-5;5;94;334;1;5;59
Ain't It Funny;Jennifer Lopez;dance pop;2001;100;87;71;-5;14;57;245;8;5;59
Amazing;George Michael;new wave pop;2004;128;75;81;-7;12;88;266;9;4;59
Baby, I'm Back;Baby Bash;chicano rap;2005;100;39;90;-4;10;77;219;5;9;59
Bag Lady;Erykah Badu;afrofuturism;2000;151;42;72;-9;10;58;349;37;8;59
Battlefield;Jordin Sparks;dance pop;2009;145;63;61;-3;6;37;242;2;3;59
Beautiful Monster;Ne-Yo;dance pop;2010;128;77;71;-7;28;49;252;21;13;59
Beep;The Pussycat Dolls;dance pop;2005;104;74;94;-6;10;55;229;1;4;59
Bodak Yellow;Cardi B;pop;2017;125;72;93;-6;35;46;224;7;11;59
Chelsea Dagger;The Fratellis;garage rock;2006;155;82;51;-3;8;57;203;4;16;59
Cupid's Chokehold / Breakfast in America - Radio Mix;Gym Class Heroes;dance pop;2007;80;68;58;-5;29;82;237;50;8;59
Don't Call Me Baby;Madison Avenue;disco house;1999;125;98;81;-7;35;96;228;6;3;59
Excuse Me Miss;JAY-Z;east coast hip hop;2002;93;86;71;-6;9;89;281;3;29;59
Find Your Love;Drake;canadian hip hop;2010;96;61;63;-6;3;74;209;2;17;59
Good Feeling;Flo Rida;dance pop;2011;128;89;71;-4;31;68;248;6;7;59
Hey Ma;Cam’ron;battle rap;2002;90;67;77;-5;36;95;221;3;37;59
Holocene;Bon Iver;chamber pop;2011;148;30;37;-15;13;15;337;94;3;59
I Don't Feel Like Dancin';Scissor Sisters;dance pop;2006;108;92;71;-3;34;83;288;2;3;59
I Would Like;Zara Larsson;pop;2017;121;71;49;-4;8;30;227;9;5;59
In the Morning;The Coral;britpop;2005;126;78;64;-6;6;97;153;3;3;59
It's Over Now;112;atl hip hop;2001;98;71;66;-5;7;23;265;1;4;59
Jubel - Radio Edit;Klingande;deep house;2013;125;53;70;-7;14;10;199;68;3;59
Juju on That Beat (TZ Anthem);Zay Hilfigerrr;viral trap;2016;161;89;81;-4;39;78;144;0;28;59
Kota;Dere;indonesian pop;2020;135;28;65;-9;10;16;198;57;3;59
Lay It All on Me (feat. Ed Sheeran);Rudimental;pop dance;2015;123;75;67;-7;19;48;242;14;4;59
Look Right Through - MK Vocal Edit;Storm Queen;deep disco house;2013;120;82;83;-8;26;51;148;0;8;59
Move Your Body - Gabry Ponte Original Radio Edit;Eiffel 65;eurodance;1999;130;96;75;-10;53;96;269;8;3;59
No More;Ruff Endz;contemporary r&b;2000;97;64;84;-6;6;93;243;3;9;59
Number 1;Tinchy Stryder;grime;2009;115;82;58;-4;48;75;213;1;4;59
Only U - No Intro;Ashanti;dance pop;2004;95;62;60;-6;19;28;186;4;4;59
Outta My System (feat. T-Pain & Johntá Austin);Bow Wow;dance pop;2006;84;59;77;-7;10;74;238;9;18;59
Propane Nightmares;Pendulum;australian dance;2008;174;97;36;-4;19;22;313;0;8;59
Put That Woman First;Jaheim;contemporary r&b;2002;79;54;65;-9;18;51;246;49;13;59
Put Your Hands Up For Detroit - Radio Edit;Fedde Le Grand;dutch house;2006;128;91;82;-6;9;48;146;2;23;59
Say It;Flume;australian dance;2016;75;53;60;-7;6;26;263;7;3;59
Shake Ya Ass;Mystikal;crunk;2000;98;61;91;-6;5;67;257;6;32;59
Shine;Years & Years;gauze pop;2015;108;72;67;-5;10;49;256;19;3;59
Sick and Tired;Anastacia;pop;1999;100;87;60;-5;28;47;212;1;4;59
Strike a Pose (feat. Aitch);Young T & Bugsey;afroswing;2019;138;58;53;-6;10;59;214;1;10;59
Suffocate - Superclean;J. Holiday;contemporary r&b;2007;83;45;46;-8;12;45;220;64;36;59
Sweetest Girl (Dollar Bill) (feat. Akon & Lil' Wayne & Niia);Wyclef Jean;rap kreyol;2007;93;74;73;-4;34;53;241;8;6;59
Talk Dirty (feat. 2 Chainz);Jason Derulo;dance pop;2013;100;65;76;-7;31;76;178;3;23;59
Tears (feat. Louisa Johnson);Clean Bandit;pop;2016;130;77;61;-4;16;30;226;4;4;59
The Way I Live - Main Explicit;Baby Boy Da Prince;baton rouge rap;2006;90;44;88;-8;9;71;325;1;25;59
Throw It In The Bag;Fabolous;gangster rap;2009;172;55;79;-7;6;70;232;17;5;59
Throw Some D's;Rich Boy;alabama rap;2007;161;86;70;-5;7;43;264;4;43;59
Tipsy - Club Mix;J-Kwon;dirty south rap;2001;93;74;93;-6;4;65;247;7;32;59
Touch It;Busta Rhymes;east coast hip hop;2006;138;55;66;-7;20;44;215;0;37;59
Until The End Of Time;2Pac;g funk;2001;97;71;76;-7;20;38;267;3;20;59
